filename,label,c,mosgroup,CI,std,dcec_prediction
2a/02MakotoSkyward_aache320_ln_C2.wav,3.84615,2,Q9,0.536591624973881,0.987096233585649,1
4a/0102YouTookAdvantageOfMe_aache320_ln_C4.wav,3.69231,4,Q6,0.408285007002217,0.751067616198811,8
1a/05ItsOnlyaPaperMoon_aache320_ln_C1.wav,4.23077,1,Q14,0.452307692307692,0.832050294337844,1
3a/02TheOldDopePeddler_aache320_ln_C3.wav,3.61538,3,Q5,0.353585188048228,0.650443635587991,5
3a/AaArtOfTranceOctopusCapricornRemix_aache320_ln_C3.wav,4.38462,3,Q15,0.472784358148263,0.869718492622904,1
4a/0205BasinStreetBlues_aache320_ln_C4.wav,3.53846,4,Q4,0.525894372967365,0.967417922046845,1
1a/0106PoorWoman_aache320_ln_C1.wav,3.69231,1,Q6,0.408285007002217,0.751067616198811,7
0a/0103MusicMakers_aache320_ln_C0.wav,3.61538,0,Q5,0.275265695566699,0.506369683541833,1
4a/ImJustALuckySoAndSo_aache320_ln_C4.wav,3.07692,4,Q1,0.564126806005917,1.03774904332554,1
0a/0101No1InGMajorATempoGiustoAllegroAdagioAllegroAllegro_sample_aache320_ln_C0.wav,3.92308,0,Q10,0.348186623880513,0.640512615220348,1
3a/HatevolBlackAsteroidMix_aache320_ln_C3.wav,3.84615,3,Q9,0.536591624973881,0.987096233585649,7
0a/0304SonataNo4InAMinorOp23lPresto_sample_aache320_ln_C0.wav,3.76923,0,Q7,0.452307692307692,0.832050294337844,8
2a/0204TheMaharajah_aache320_ln_C2.wav,4.23077,2,Q14,0.39412049739823,0.725011052081984,1
3a/02ViceVersaStillDoingIt_aache320_ln_C3.wav,4.15385,3,Q13,0.4885481449569,0.898717034272917,1
4a/09IveHeardThatSongBefore_aache320_ln_C4.wav,3.30769,4,Q2,0.464701978685354,0.85485041426511,5
2a/0205DontBeThatWay_aache320_ln_C2.wav,3.61538,2,Q5,0.472784358148263,0.869718492622904,1
1a/0201FunksOats_aache320_ln_C1.wav,3.76923,1,Q7,0.3256987633046,0.599144689515278,1
1a/A2PoorJenny_aache320_ln_C1.wav,4.23077,1,Q14,0.39412049739823,0.725011052081984,1
2a/07NecesitamosUnPoquitodeNavidad_aache320_ln_C2.wav,3.69231,2,Q6,0.408285007002217,0.751067616198811,7
3a/0201GrandCentralBoogie_sample_aache320_ln_C3.wav,3.5,3,Q3,0.381464482639146,0.674199862463242,4
4a/ExpansiveHorizons_aache320_ln_C4.wav,4,4,Q11,0.539472244911917,0.953462589245592,2
0a/0303ConcertoNo9InAMajor_sample_aache320_ln_C0.wav,4.41667,0,Q15,0.291348311105176,0.514928650544437,4
4a/02WhiteChristmas_aache320_ln_C4.wav,4.16667,4,Q14,0.406099952865266,0.717740562565273,7
3a/AArtOfTranceFeatNatachaAtlasPersia_aache320_ln_C3.wav,3.66667,3,Q5,0.653333333333333,1.15470053837925,7
2a/0201AfricanDance_aache320_ln_C2.wav,4.08333,2,Q13,0.563655995096372,0.996204919895622,4
1a/0205OhCalcutta_sample_aache320_ln_C1.wav,3.75,1,Q7,0.687694875961892,1.21543108701099,1
0a/0201Greensleeves_aache320_ln_C0.wav,3.66667,0,Q5,0.737059404428548,1.30267789455786,2
3a/0901SymphonieNr3DmollEinSommermorgentraumZweiteAbteilungNr4OMenschGibAchtAltsoloAusNietzschesAlsoSprachZarathustraSehrLangsamMisterioso_aache320_ln_C3.wav,3.41667,3,Q3,0.65887798720264,1.16450015288132,2
0a/0201TheSongFromMoulinRougeWhereIsYourHeart_aache320_ln_C0.wav,3.66667,0,Q5,0.775540215761005,1.37068883368468,4
1a/0107IfYouHaventGotASweetheart_aache320_ln_C1.wav,3.83333,1,Q8,0.582696622210352,1.02985730108887,4
4a/2701SymphonieNr9Ddur4AdagioSehrLangsamUndNochZurückhaltend_aache320_ln_C4.wav,3.16667,4,Q1,0.79408164351385,1.40345893053447,4
4a/B2AllMyTrials_aache320_ln_C4.wav,4,4,Q11,0.638312168333351,1.12815214963553,4
2a/01LTJBukemSwitch_aache320_ln_C2.wav,4.08333,2,Q13,0.44866018276192,0.792961461098759,1
1a/02MotiveOneLoopProgression_aache320_ln_C1.wav,3.83333,1,Q8,0.582696622210352,1.02985730108887,1
1a/04AmorphisTheGoldenElk_aache320_ln_C1.wav,3.66667,1,Q5,0.557164538742662,0.984731927834662,1
2a/0101Side1BeMineTonightNochaDeRondaGoodbyeMariquitaLindaAdiosMariquitaLindaComeCloserToMeAcertateMasWatermelonHeartCorazonDeMelonMadeForEachOtherTuFelicidad_aache320_ln_C2.wav,3.91667,2,Q10,0.563655995096372,0.996204919895622,4
0a/03LittleAprilShowerBambi_aache320_ln_C0.wav,3.83333,0,Q8,0.582696622210352,1.02985730108887,4
2a/01AlaskaNucleusPlanet3Cubed_aache320_ln_C2.wav,4.16667,2,Q14,0.582696622210352,1.02985730108887,1
3a/0201Nr12EnLaMineurModeratoVivacePresto_aache320_ln_C3.wav,4.16667,3,Q14,0.530404838712179,0.937436866561092,1
2a/ateebeebrainwavessour_aache320_ln_C2.wav,4.11111,2,Q13,0.38452717384072,0.83235236379573,1
1a/04TheGirlsGoCrazyAbouttheWayIWalk_aache320_ln_C1.wav,3.94444,1,Q11,0.403122525438127,0.872604096080652,1
1a/0102MrJellyLord_aache320_ln_C1.wav,3.72222,1,Q6,0.41337303906555,0.894792486988599,4
4a/0102WithoutPity_sample_aache320_ln_C4.wav,3.11111,4,Q1,0.498292217830096,1.07860961093922,8
2a/b1_suicide_commandosevered_head_aache320_ln_C2.wav,3.5,2,Q3,0.481926959996265,1.04318516770401,1
4a/0204IntermezzoInBMinorOp119No1_sample_aache320_ln_C4.wav,3.5,4,Q3,0.326666666666667,0.707106781186548,8
2a/0104AlexandersRagtimeBand_sample_aache320_ln_C2.wav,3.83333,2,Q8,0.285661713183767,0.618346942400842,1
1a/0205HalfLoved_aache320_ln_C1.wav,3.88889,1,Q10,0.415896193964261,0.900254139862666,1
0a/01LoveThemeFromRomeoandJuliet_aache320_ln_C0.wav,3.77778,0,Q7,0.489822044664551,1.06027496741928,4
3a/0204EineKleineNachtMusicRomance_aache320_ln_C3.wav,3.83333,3,Q8,0.396141520892677,0.857492925712544,2
3a/0502Nr10Ddur_sample_aache320_ln_C3.wav,3.61111,3,Q5,0.322368233765187,0.697802339187225,4
2a/AEverythingSheWantsRemix_aache320_ln_C2.wav,4.11111,2,Q13,0.415896193964261,0.900254139862666,1
1a/A1BackToTheWorld_aache320_ln_C1.wav,3.44444,1,Q3,0.425839339498635,0.921777197924954,1
0a/0202ShadowsOnTheSand_aache320_ln_C0.wav,4.22222,0,Q14,0.298788646114949,0.646761666763554,4
4a/0204MusicUntilMidnightLullabyForAdultsOnly_sample_aache320_ln_C4.wav,3.83333,4,Q8,0.326666666666667,0.707106781186548,2
4a/FallingDown_aache320_ln_C4.wav,3.5,4,Q3,0.396141520892677,0.857492925712544,4
0a/0208Andante_sample_aache320_ln_C0.wav,4.05556,0,Q12,0.335098160322556,0.725357698552702,4
0a/0204DancingOnTheCeilingFlowersForMadameTooMarvelousForWordsDancingInTheDark_aache320_ln_C0.wav,3.72222,0,Q6,0.265411534222204,0.574513149960142,4
3a/0202BaliHai_aache320_ln_C3.wav,3.72222,3,Q6,0.347361880410382,0.751903901522118,4
3a/02AquariusAquatic_aache320_ln_C3.wav,3.77778,3,Q7,0.489822044664551,1.06027496741928,7
1a/1606AfterTheBall_sample_aache320_ln_C1.wav,3.8,1,Q8,0.436177333967122,0.861891607371335,4
2a/0105NocheDeRonda_aache320_ln_C2.wav,3.93333,2,Q10,0.404252946117211,0.79880863671798,7
1a/01Hippocampus_aache320_ln_C1.wav,3.53333,1,Q4,0.376122911352718,0.743223352957206,1
4a/04023EtudesDeConcert2LaLegierezzaACapriccioQuasiAllegretto_sample_aache320_ln_C4.wav,3.73333,4,Q7,0.404252946117211,0.79880863671798,3
2a/01leftfieldrelease_the_pressure_the_vocal_editufx_aache320_ln_C2.wav,3.73333,2,Q7,0.404252946117211,0.79880863671798,1
3a/TheFirstGirlsStory_aache320_ln_C3.wav,3.73333,3,Q7,0.356137301862326,0.703731550548997,4
1a/02SynchronicityFootPrints_aache320_ln_C1.wav,3.53333,1,Q4,0.737510527231834,1.4573295865416,1
4a/0502No10InDMinorOuvertureAllegroAirLentementAllegroAllegroAllegroModerato_sample_aache320_ln_C4.wav,3.53333,4,Q4,0.323854562694086,0.639940473422184,2
0a/0301ConcertoNr7Adur_sample_aache320_ln_C0.wav,3.73333,0,Q7,0.556567256592688,1.09978352848359,4
2a/AAlbionAirOriginalMix_aache320_ln_C2.wav,3.66667,2,Q5,0.366266448246507,0.723746864455746,1
0a/01LTJBukemSuspendedSpace_aache320_ln_C0.wav,3.93333,0,Q10,0.404252946117211,0.79880863671798,1
3a/SchoolBellIndianOcean_aache320_ln_C3.wav,3.46667,3,Q3,0.630535574818036,1.24594580635795,1
3a/02ISawThreeShips_aache320_ln_C3.wav,4.06667,3,Q12,0.447221545893208,0.883715101688537,7
1a/09_Swiss_polka__1_20__sample_aache320_ln_C1.wav,3.66667,1,Q5,0.594702540024096,1.17513930278601,1
4a/0102No2InFSharpMinor_aache320_ln_C4.wav,3.4,4,Q2,0.419065627318681,0.828078671210825,8
0a/0204FountainInTheRain_sample_aache320_ln_C0.wav,3.66667,0,Q5,0.455328940925617,0.899735410842437,4
4a/01CascadeMysteries_aache320_ln_C4.wav,3.86667,4,Q9,0.501226939064975,0.990430401872025,4
0a/0105Till_sample_aache320_ln_C0.wav,3.2,0,Q1,0.392,0.774596669241483,2
3a/0202HeHadRefinement_aache320_ln_C3.wav,3.53333,3,Q4,0.421965770070406,0.833809387832792,1
2a/01BlameAlteredState_aache320_ln_C2.wav,3.6,2,Q5,0.567417541733305,1.12122382116278,1
3a/0204KineticEnergy_aache320_ln_C3.wav,3.7619,3,Q7,0.328660581417635,0.768424485864545,1
0a/0201FantasyEtudes_sample_aache320_ln_C0.wav,3.52381,0,Q4,0.21888606879176,0.511766315719159,4
4a/A1GladaÄnkanPotpurriDelI_aache320_ln_C4.wav,3.66667,4,Q5,0.281551258407969,0.658280588604383,2
0a/0202Because_aache320_ln_C0.wav,4,0,Q11,0.270505699262203,0.632455532033676,4
2a/A4PåRakArmOchStåendeFot_aache320_ln_C2.wav,3.66667,2,Q5,0.413204280928668,0.966091783079296,4
1a/0203MelodiPurdue_aache320_ln_C1.wav,4,1,Q11,0.234264807429541,0.547722557505166,1
1a/0402ConcertoNo8InCMinorIAllemandeAndanteIIGraveIIIAndanteAllegroIVAdagioVSicilianaAndanteVIAllegro_sample_aache320_ln_C1.wav,3.85714,1,Q9,0.31095551664721,0.72702917999997,1
0a/0203DrinkToMeOnlyWithThineEyes_aache320_ln_C0.wav,3.42857,0,Q3,0.372164838031035,0.870139561876632,1
0a/0201ConcertoNo3InEMinor_sample_aache320_ln_C0.wav,4.14286,0,Q13,0.31095551664721,0.72702917999997,4
1a/0203CavalryOfTheSteppes_sample_aache320_ln_C1.wav,3.85714,1,Q9,0.339096839658919,0.792824967172092,4
2a/0301PuertoRicoBombaDanceDrums_aache320_ln_C2.wav,3.38095,2,Q2,0.344196326405601,0.804747816162956,8
4a/0205TheShadowOfYourSmileLoveThemeFromTheSandpiper_aache320_ln_C4.wav,3.95238,4,Q11,0.316508732545846,0.740012869900955,2
3a/CigarettesAndChocolate_aache320_ln_C3.wav,3.85714,3,Q9,0.365075334691348,0.853563956930837,7
2a/A2CrashCourseInBrainSurgery_aache320_ln_C2.wav,4.09524,2,Q13,0.230516328657598,0.538958431120797,1
3a/ASalamanderTempestUnionJackRemix_aache320_ln_C3.wav,4.14286,3,Q13,0.31095551664721,0.72702917999997,1
3a/02QProjectRadar_aache320_ln_C3.wav,4.14286,3,Q13,0.31095551664721,0.72702917999997,1
1a/0202MedleySideBySideLastNightOnTheBackPorchILovedHerBestOfAllILoveMyBabyMyBabyLovesMe_aache320_ln_C1.wav,3.95238,1,Q11,0.286154581379443,0.669043382464132,1
4a/0204TwoDifferentWorlds_aache320_ln_C4.wav,3.71429,4,Q6,0.275293782470049,0.643650304346789,8
4a/0103HelpMeMakeItThroughTheNight_sample_aache320_ln_C4.wav,3.7619,4,Q7,0.355402744940316,0.830948969838817,8
2a/03PFMValSinestra_aache320_ln_C2.wav,3.90476,2,Q10,0.380268910699316,0.889087279447969,1
0a/0102DoctorJazz_sample_aache320_ln_C0.wav,2.66667,0,Q1,0.366266448246507,0.723746864455746,4
0a/0202ConcertoNr4GdurAllegroAndanteAllegro_aache320_ln_C0.wav,3.86667,0,Q9,0.376122911352718,0.743223352957206,4
0a/0105LaPaloma_aache320_ln_C0.wav,3.33333,0,Q2,0.455328940925617,0.899735410842437,4
4a/0105Band5JustIsLoveIsJustAroundTheCornerKissTheBoysGoodbyeOneDozenRosesLouiseStopYoureBreakingMyHeart_aache320_ln_C4.wav,3.13333,4,Q1,0.421965770070406,0.833809387832792,8
2a/04NookieSolstice_aache320_ln_C2.wav,3.4,2,Q2,0.372866374634846,0.736788397613007,1
2a/ANocturnalTransmission_aache320_ln_C2.wav,4,2,Q11,0.506069823904436,1,1
1a/06MyFoolishHeart_aache320_ln_C1.wav,3.46667,1,Q3,0.421965770070406,0.833809387832792,1
3a/01PHDHaze_aache320_ln_C3.wav,4.4,3,Q15,0.498787864059796,0.985610760609162,1
3a/BCatalysStareEyeSawMix_aache320_ln_C3.wav,4.46667,3,Q15,0.323854562694086,0.639940473422184,1
4a/0103Django_aache320_ln_C4.wav,3.53333,4,Q4,0.421965770070406,0.833809387832792,4
3a/a1andreas_tilliander__bonnarockkinky_aache320_ln_C3.wav,4.13333,3,Q13,0.376122911352718,0.743223352957206,7
0a/0102Concerto2inF_aache320_ln_C0.wav,4,0,Q11,0.382552828595825,0.755928946018454,4
1a/0202JohnsonRag_aache320_ln_C1.wav,4,1,Q11,0.382552828595825,0.755928946018454,1
4a/ATimbreProfile_aache320_ln_C4.wav,2.93333,4,Q1,0.447221545893208,0.883715101688537,8
2a/ATheWanderer_aache320_ln_C2.wav,3.8,2,Q8,0.392,0.774596669241483,1
4a/HereIsTheProof_aache320_ln_C4.wav,3.06667,4,Q1,0.588518290096219,1.16291915126588,2
1a/A2NewSongNewVersion_aache320_ln_C1.wav,4.26667,1,Q15,0.404252946117211,0.79880863671798,1
2a/A1Synthian_aache320_ln_C2.wav,4.06667,2,Q12,0.404252946117211,0.79880863671798,1
1a/01פתיחה_aache320_ln_C1.wav,3.46667,1,Q3,0.536484026892797,1.06009882737862,4
3a/AUnionJackTwoFullMoonsAndATrout_aache320_ln_C3.wav,4.06667,3,Q12,0.404252946117211,0.79880863671798,4
1a/0405Finale_sample_aache320_ln_C1.wav,3,1,Q1,0.773034424991683,1.24721912892465,4
0a/2Resolution_aache320_ln_C0.wav,3.3,0,Q2,0.656591873913231,1.05934990547138,1
3a/B4KatyKommerHem_aache320_ln_C3.wav,4.3,3,Q15,0.418337450178946,0.674948557710553,1
1a/01JustThisSideofLove_aache320_ln_C1.wav,3.8,1,Q8,0.703661534798908,1.13529242439509,1
2a/A3NewReligion_aache320_ln_C2.wav,3.9,2,Q10,0.457333333333333,0.737864787372622,1
0a/0202ConcertoNo4InEMajorP242_sample_aache320_ln_C0.wav,4.3,0,Q15,0.418337450178946,0.674948557710553,4
0a/0104HereThereAndEverywhere_aache320_ln_C0.wav,3.8,0,Q8,0.261333333333333,0.421637021355784,1
0a/0306LarghettoEStaccato_sample_aache320_ln_C0.wav,4.1,0,Q13,0.196,0.316227766016838,4
3a/0204ThreeOClockJump_aache320_ln_C3.wav,3.1,3,Q1,0.457333333333333,0.737864787372622,4
4a/0102TheyNeedNoWords_aache320_ln_C4.wav,3.7,4,Q6,0.510269645492568,0.823272602348565,8
2a/01TheInvisibleManTheBellTune_aache320_ln_C2.wav,3.9,2,Q10,0.457333333333333,0.737864787372622,1
4a/0104Соната16сибемольмажорК570Allegretto_sample_aache320_ln_C4.wav,3.5,4,Q3,0.438269323589959,0.707106781186548,8
1a/0201MedleyCominInOnAWingAndAPrayerPennsylvaniaPolkaDoNothinTillYouHearFromMe_aache320_ln_C1.wav,3.4,1,Q2,0.433372305939772,0.699205898780101,4
4a/Liquid_aache320_ln_C4.wav,3.9,4,Q10,0.457333333333333,0.737864787372622,8
2a/BAltitudeMarrakechOriginalMix_aache320_ln_C2.wav,4,2,Q11,0.413204280928668,0.666666666666667,1
2a/A5IllMeetYouAtMidnight_aache320_ln_C2.wav,3.9,2,Q10,0.542699425710647,0.875595035770913,4
3a/MobStyle_aache320_ln_C3.wav,3.1,3,Q1,0.682100025248823,1.10050493461461,4
3a/MazeShrine_aache320_ln_C3.wav,3.8,3,Q8,0.392,0.632455532033676,1
4a/ImOnYourSide_aache320_ln_C4.wav,4.1,4,Q13,0.457333333333333,0.737864787372622,7
1a/04LifeIsButaDream_aache320_ln_C1.wav,3.2,1,Q1,0.569562795289315,0.918936583472682,1
3a/05SlowRide_aache320_ln_C3.wav,3.66667,3,Q5,0.54890979293898,1.18817705157201,1
1a/0104WomenOfTheSeasons_aache320_ln_C1.wav,3.55556,1,Q4,0.506620798290706,1.09663776110663,4
3a/0205SouthAfricaTheZingiliNdlamuDanceDrums_aache320_ln_C3.wav,3.22222,3,Q1,0.583403481620967,1.26284252455723,4
3a/B4WatchingYouWithoutMe_aache320_ln_C3.wav,3.44444,3,Q3,0.425839339498635,0.921777197924954,2
1a/04LTJBukemJourneyInwards_aache320_ln_C1.wav,3.33333,1,Q2,0.419236779307569,0.90748521297303,4
2a/aebtgblame_originalvst17521999sour_aache320_ln_C2.wav,3.72222,2,Q6,0.496188230032079,1.07405529245092,1
0a/03WalkThroughThisWorldWithMe_aache320_ln_C0.wav,3.5,0,Q3,0.554598129249748,1.20049009599756,2
2a/0201Fugue_aache320_ln_C2.wav,3.44444,2,Q3,0.454365095266636,0.983524408155643,2
0a/0202Nr4Amoll_sample_aache320_ln_C0.wav,3.83333,0,Q8,0.481926959996265,1.04318516770401,4
4a/0209PréludesAusOp23Nr10GesDurLargo_sample_aache320_ln_C4.wav,3.22222,4,Q1,0.405709434501199,0.878203752021909,8
1a/0101OurWinterLove_aache320_ln_C1.wav,3.22222,1,Q1,0.489822044664551,1.06027496741928,4
4a/0104SousBois_aache320_ln_C4.wav,3.22222,4,Q1,0.538648892046956,1.16596617626027,8
4a/A3TheCalloftheCanyon_aache320_ln_C4.wav,3.11111,4,Q1,0.445059704855409,0.963381842865745,8
0a/0202SunsweptSunday_aache320_ln_C0.wav,3.05556,0,Q1,0.403122525438127,0.872604096080652,4
4a/B2NightLifeInTwinPeaks_aache320_ln_C4.wav,3.5,4,Q3,0.481926959996265,1.04318516770401,2
3a/SundaySoda_aache320_ln_C3.wav,3.94444,3,Q11,0.295266456475393,0.639137490706142,1
2a/a1iiorunaway__evolved_mixute_aache320_ln_C2.wav,3.77778,2,Q7,0.514814658077436,1.1143742932065,1
2a/0202YouTookAdvantageOfMe_sample_aache320_ln_C2.wav,3.33333,2,Q2,0.54890979293898,1.18817705157201,1
1a/05Ninja_aache320_ln_C1.wav,3.88889,1,Q10,0.350360743648465,0.758395278659362,1
0a/0205VanaVana_aache320_ln_C0.wav,3.05556,0,Q1,0.43314693493968,0.937595311059234,4
2a/01soultempo_feat_kissey_asplunda1_brazil_original_demo_mix_aache320_ln_C2.wav,3.92308,2,Q10,0.348186623880513,0.640512615220348,4
1a/0205LaBamba_aache320_ln_C1.wav,3.69231,1,Q6,0.464701978685354,0.85485041426511,1
1a/01BigBudStateOfMind_aache320_ln_C1.wav,3.23077,1,Q2,0.503818946221748,0.926808695996298,4
4a/B6Edelweiss_aache320_ln_C4.wav,3.38462,4,Q2,0.685406054515187,1.26085034391223,1
3a/0202LameDesPoetes_aache320_ln_C3.wav,3.69231,3,Q6,0.514974961571303,0.947330933431342,4
0a/0101KonzertFürViolineUndOrchesterEMollOp64Allegro_sample_aache320_ln_C0.wav,3.76923,0,Q7,0.39412049739823,0.725011052081984,2
4a/0104DeepPurple_aache320_ln_C4.wav,3.30769,4,Q2,0.603076923076923,1.10940039245046,8
2a/01DOPETravellingPart2_aache320_ln_C2.wav,3.69231,2,Q6,0.603076923076923,1.10940039245046,1
1a/04HalfMoon_aache320_ln_C1.wav,3.76923,1,Q7,0.452307692307692,0.832050294337844,4
4a/06LittleLamb_aache320_ln_C4.wav,3.61538,4,Q5,0.417461096700498,0.767947647788304,2
1a/0101MyReverieRêverie_aache320_ln_C1.wav,3.46154,1,Q3,0.421974320801839,0.776250025806185,1
0a/0105AngelsFromTheRealmOfGlory_aache320_ln_C0.wav,3.92308,0,Q10,0.412898543350048,0.75955452531275,4
4a/SunsComingUp_aache320_ln_C4.wav,4.15385,4,Q13,0.4885481449569,0.898717034272917,4
2a/0201PairingOff_sample_aache320_ln_C2.wav,3.38462,2,Q2,0.609326591790897,1.12089707663561,1
3a/02TotalScienceForceField_aache320_ln_C3.wav,3.84615,3,Q9,0.3744018240317,0.688737231721195,1
2a/0901WhenTheSaintsGoMarchingIn_sample_aache320_ln_C2.wav,3.84615,2,Q9,0.580673620929514,1.06818801763811,1
3a/ByTheSea_aache320_ln_C3.wav,4.38462,3,Q15,0.417461096700498,0.767947647788304,1
3a/FutureGirl_aache320_ln_C3.wav,3.69231,3,Q6,0.514974961571303,0.947330933431342,7
0a/0205TheNearnessOfYou_aache320_ln_C0.wav,3.61538,0,Q5,0.353585188048228,0.650443635587991,1
0a/0101No1InBFlatForOboeStringsandContinuoNr1BdurFürOboeStreicherUndContinuoN1EnSiBemolMajeurPourHautboisCordesEtBasseContinueRV465P331AllegroAdagioAllegro_sample_aache320_ln_C0.wav,3.69231,0,Q6,0.464701978685354,0.85485041426511,4
0a/020110BagatellesForPianoAndOrchestraOp5_sample_aache320_ln_C0.wav,3.07143,0,Q1,0.695678971055781,1.32805732697661,4
4a/0502ConcertoNo10DmollHWV3281OuvertureAllegro2AirLentement3Allegro4Allegro5AllegroModerato_sample_aache320_ln_C4.wav,3.35714,4,Q2,0.331755238785371,0.633323693776651,8
0a/0101ConcertoNo1InGMajor_aache320_ln_C0.wav,3.64286,0,Q5,0.44101282032647,0.841897386141095,4
2a/01iio_aka_vaiiorapture__original_extended_mixpromo_vinylpow_aache320_ln_C2.wav,3.92857,2,Q10,0.480288374913367,0.91687476825319,1
1a/A1OhWannKommstDuDonkeySerenadeTheStarsAndStripesForever_aache320_ln_C1.wav,4.21429,1,Q14,0.366312182959583,0.699293206753068,4
1a/0102TropicalBreeze_aache320_ln_C1.wav,3.92857,1,Q10,0.522390952919657,0.997248963150875,1
1a/08Porch_aache320_ln_C1.wav,4.14286,1,Q13,0.452820222435078,0.864437821507566,1
3a/AArtOfTranceMadagasga_aache320_ln_C3.wav,4.5,3,Q15,0.340723212728906,0.650443635587991,1
1a/0103No5inFmajorVivaceLargoVivaceNo6inFminorTempdiMinuettoLargoTempodiMinuetto_aache320_ln_C1.wav,3.42857,1,Q3,0.446111403816787,0.85163062725264,1
3a/03MakotoInsideYourLove_aache320_ln_C3.wav,4.57143,3,Q15,0.269015298392546,0.513552591013095,1
3a/07PerfectControl_aache320_ln_C3.wav,3.64286,3,Q5,0.528131685210305,1.00820807201863,1
2a/A3PlayingGod_aache320_ln_C2.wav,4.21429,2,Q14,0.303264291945542,0.578934223521839,1
4a/0103Butter_sample_aache320_ln_C4.wav,4,4,Q11,0.410927655994992,0.784464540552736,4
4a/B2ScarletRibbons_aache320_ln_C4.wav,3.5,4,Q3,0.533810683813884,1.01904933073014,2
4a/0202InOurShadowVocalALombreDeNous_aache320_ln_C4.wav,3.28571,4,Q2,0.432381597843671,0.825420305855557,4
3a/01RantoulSystemSylence_aache320_ln_C3.wav,4.5,3,Q15,0.271803096150362,0.518874521662771,7
0a/0202Concerto4InFMajor_aache320_ln_C0.wav,3.42857,0,Q3,0.395979797464467,0.755928946018454,4
0a/0106TheDonkeySerenade_sample_aache320_ln_C0.wav,2.92857,0,Q1,0.522390952919657,0.997248963150875,2
2a/B1MasterBlasterJammin_aache320_ln_C2.wav,4.42857,2,Q15,0.269015298392546,0.513552591013095,1
2a/asebasteelsour_aache320_ln_C2.wav,3.78571,2,Q7,0.550496279593381,1.05090228108783,1
4a/0206HawaiiHawaiianWarChantToHuWoHuWaiAlohaOe_aache320_ln_C4.wav,4.1875,4,Q14,0.3675,0.75,8
3a/02IHeardtheBellsOnChristmasDay_aache320_ln_C3.wav,4.0625,3,Q12,0.281127936474955,0.57373048260195,5
0a/0302ConcertoNo6InGMinor_aache320_ln_C0.wav,4.3125,0,Q15,0.295019067180411,0.602079728939615,2
2a/A2WhenInRomeIDoAsTheRomansDo_aache320_ln_C2.wav,3.9375,2,Q11,0.418417156276684,0.853912563829966,1
2a/0104ClarinetPolka_sample_aache320_ln_C2.wav,3.6875,2,Q6,0.463777514907022,0.946484724300046,1
0a/0104HeWasTooGoodToMe_aache320_ln_C0.wav,3.875,0,Q9,0.352209691329848,0.718795288428261,1
